10 21 22 24 29 34 45
12 17 20 33 35 38 41
 2 11 13 28 30 36 43
 5 11 25 33 34 40 49
 9 26 27 29 34 39 40
 9 14 19 27 28 33 49
 4 10 21 29 42 43 47
11 18 20 35 42 48 49
 8  9 13 23 28 30 31
 1  3 32 33 36 40 43
 9 23 26 31 44 47 49
 2 25 26 32 34 35 46
14 15 19 33 36 39 40
10 22 24 30 34 42 47
 8 11 13 17 18 25 32
 7 12 16 19 22 29 39
 2  4  7 14 15 30 34
 4 12 23 28 29 30 48
 4 16 21 22 24 30 46
 7 18 22 26 28 39 47
 7 16 21 28 30 43 49
 1  9 16 35 38 43 47
 3  9 10 17 29 44 49
 3 16 17 26 28 36 46
 4 17 22 24 34 37 43
 3 24 31 33 34 40 46
 1 16 24 29 31 36 42
 3  5 32 37 39 47 49
13 17 20 24 26 27 46
 4 18 20 21 22 27 31
 5  7  9 10 15 29 46
 1  5 10 38 41 46 47
 3  6  8  9 16 27 37
10 22 24 26 30 39 45
 6  7 13 14 25 37 47
 4  5 12 26 33 36 46
17 27 29 33 37 41 47
 8 15 20 21 22 35 41
 2  7 27 28 38 45 46
 2 17 26 28 30 45 49
 4 11 31 37 45 46 49
 6  8 12 18 41 47 49
 2 14 15 25 32 46 48
 2  3  6 27 28 36 39
 6 22 27 30 40 43 49
 7 21 25 28 32 34 48
 5 10 12 26 42 45 47
 1  8 10 16 20 32 38
 4  6  7 19 30 35 36
 2 27 31 34 36 44 45
 2  4  6  9 12 25 34
 1  8 12 20 21 25 41
 9 17 26 28 33 43 47
17 20 41 44 46 48 49
 4  5  6  8 11 19 30
 5  6  7  9 28 29 42
 8 10 20 25 27 40 46
 4 13 21 22 37 41 44
 6 13 15 22 36 40 47
 3 13 30 33 41 42 43
16 26 30 31 40 43 46
 3  4 10 22 27 43 44
16 17 20 24 29 30 45
 7 23 28 35 41 42 47
15 21 23 25 32 33 42
 1  3  4 11 21 26 38
 2 11 24 30 33 36 42
 2  6 19 29 35 42 47
 1  6  7 20 24 45 46
 6 10 19 27 30 33 34
 8 10 21 23 30 42 49
 6 12 16 24 37 40 46
 4  7  8 11 36 43 47
 6  9 13 15 35 38 39
 4 12 13 23 24 31 47
 3  7 19 25 30 38 40
 4  8 21 23 30 43 49
 6  8 22 25 26 27 31
 5 19 20 23 42 45 47
21 27 28 29 34 36 40
 7 22 34 36 40 43 47
 9 10 19 29 32 37 43
 5  7 17 21 28 39 47
13 17 18 38 39 40 44
15 16 27 34 35 38 43
15 18 27 28 42 43 47
 3  5  6 14 18 41 47
 4  6 11 13 16 31 33
 4  6 18 26 37 42 47
18 19 24 26 32 33 44
 3  5  8 22 30 42 47
12 24 25 32 37 42 49
14 26 31 35 38 41 43
 1  6 16 21 30 33 37
 6 11 12 31 38 42 43
 1 19 21 28 35 36 44
 7  8 11 30 31 44 49
10 11 23 29 31 32 33
10 29 34 35 39 42 44
 1 18 25 38 41 45 46
 1  3  8 12 20 29 38
12 13 34 35 42 47 49
 9 18 20 23 40 43 44
 2  8 10 11 23 36 44
 2  4  6  9 30 39 48
 6 20 25 32 38 41 45
 3 24 25 35 36 37 44
12 16 26 29 30 33 35
 7 20 24 31 36 46 47
 6 23 24 31 34 41 48
 3 19 20 23 25 40 48
 5  6 10 24 28 39 46
 1  7 22 25 33 36 44
 9 10 12 25 30 32 36
10 13 21 24 29 48 49
 6 17 25 33 34 36 40
 4  6  7 15 21 37 47
 9 11 17 30 31 40 48
 6 20 22 25 26 35 37
 3  6  8  9 31 39 48
 9 13 24 26 36 48 49
10 15 31 34 38 40 45
 7 17 20 24 31 32 41
 1  5  6 18 23 37 38
 1 15 20 35 37 45 48
 1  4 23 27 35 38 44
10 21 28 32 34 37 46
 2  5 23 39 43 45 48
15 20 21 29 33 42 45
 3  6  7 11 13 18 48
11 12 14 17 24 32 42
 5  7 24 31 33 36 40
 2 16 31 32 39 44 46
11 15 24 32 34 46 49
 2  5 10 19 30 36 49
 1  2 15 17 19 26 43
 6  8 16 20 25 30 39
 1  4  7 23 25 42 48
 7 16 29 32 36 43 44
 3  5 13 19 29 31 40
 2  9 14 19 24 32 41
10 15 16 22 30 31 45
 3  8 26 33 39 44 48
 5 15 28 31 33 39 45
 1 13 16 25 35 44 45
 4 33 34 39 42 45 47
 2  3  6 17 36 39 40
 1  9 19 31 33 37 41
 5  9 20 24 30 42 49
 2  6  9 25 28 33 39
 1  2 10 15 21 35 39
 1  3  9 17 20 24 33
 4  6 24 32 36 42 49
 7  8 21 24 25 38 43
17 18 21 26 38 39 44
11 16 24 25 34 41 45
 4  6 19 22 37 44 47
11 12 24 31 36 41 49
 4 11 20 22 35 38 47
 9 14 16 20 23 35 38
 3  9 12 19 40 47 49
 8  9 28 35 37 38 39
 9 10 19 20 26 42 49
 8 15 17 20 28 34 42
11 19 24 36 37 46 49
 1 14 29 36 38 41 44
 1  3 17 19 34 46 47
 4  7 11 21 23 38 41
 9 15 18 24 27 46 49
19 24 28 38 45 46 47
 5 22 23 27 31 32 42
 3 13 21 29 31 39 40
 1  2  6 18 41 44 47
 1 10 22 25 29 33 35
 2 10 11 21 26 43 48
 5 13 15 16 23 32 38
 5  6 26 27 30 34 43
 3 18 22 25 30 42 47
 1  6 22 30 34 39 48
 2 11 24 25 31 40 41
 6 11 20 24 25 36 46
 5 14 23 28 36 43 48
 6 16 23 28 29 31 38
 5 30 32 42 45 48 49
 9 14 16 20 26 29 40
 8  9 10 15 23 30 39
 4 10 29 33 34 35 39
 5 13 25 30 40 44 47
11 12 19 25 32 37 49
 5  9 14 31 33 47 49
 5 11 23 27 31 37 44
 8 11 31 35 38 42 45
 7 11 14 16 30 33 39
 1  5 12 19 20 32 34
 9 11 17 27 31 33 47
 2  9 17 23 30 40 47
 3  7 21 30 33 36 46
 5 13 15 18 23 41 45
 3 10 11 12 30 44 49
 3  5 11 22 32 36 43
 9 21 23 24 35 43 48
 8 14 15 16 20 35 37
 2  5 10 25 34 39 49
 9 11 13 15 29 38 48
 5 21 26 27 29 41 47
 1 12 14 20 29 39 40
 7 16 17 20 28 33 43
 3  5  7 19 21 32 44
10 19 22 29 32 37 45
 1 11 15 19 23 46 49
10 11 25 28 36 46 48
 1  4 20 31 37 43 47
 6  7 16 18 27 28 44
 4 13 22 23 25 38 40
 3  5  7 11 13 25 33
11 13 18 23 27 31 35
 2  4 17 21 30 39 49
 5  7 19 24 35 46 49
 1  9 12 36 40 41 47
 1  2  7 16 26 36 40
13 21 23 24 26 30 49
 2 17 19 26 34 41 46
 4 13 27 29 35 38 41
18 22 31 39 44 45 47
13 14 27 29 30 36 43
 1  6 12 19 23 38 41
 7 21 23 31 36 39 41
 6 13 31 39 40 42 48
 2 10 17 21 27 29 35
12 22 27 30 31 36 37
 4  6 20 22 24 30 42
 1  6 12 26 30 34 38
 1 16 17 24 31 32 44
16 19 30 32 33 34 39
 7  8 18 26 29 30 34
 1  9 12 15 16 41 48
 4  7  9 10 17 25 32
19 25 33 41 43 44 46
 2  3 15 22 31 38 40
 6 12 21 22 23 29 38
 2  3  5 26 34 45 49
 5 10 14 19 26 30 47
 4 10 18 20 27 42 47
 2 11 25 28 31 38 45
15 16 23 39 40 43 44
12 14 18 24 25 29 40
 1  6  9 24 27 33 43
 9 18 25 26 30 37 43
 1  5 12 23 34 36 43
 2  7 10 18 27 34 48
 5  7 20 31 33 38 42
11 15 19 20 24 40 42
 2  3 34 38 39 45 49
 4 14 16 26 28 34 46
 1  4 15 29 34 39 44
13 15 22 37 40 42 48
14 19 31 32 42 46 48
 3  6 13 28 34 39 49
 1  4  5 24 30 37 46
 5  6 12 21 22 27 33
12 17 19 31 36 38 39
 2  4  7 15 25 29 41
 2  6 15 24 27 30 47
 4  5 12 17 29 41 42
 5 23 28 32 34 36 38
 6  7 10 14 25 46 47
14 19 24 28 35 40 45
 1  5  9 24 26 41 43
 6  8 12 23 35 37 49
 9 11 14 36 38 46 48
 1  7 14 19 20 24 38
10 11 14 22 36 38 44
 6  7 14 18 27 33 42
 9 17 24 33 37 38 40
23 31 33 37 44 48 49
 4 10 28 29 34 41 43
 1 14 19 25 28 36 47
11 18 19 25 30 39 43
17 28 31 38 42 44 48
 3  8 14 20 23 30 39
 1 17 29 38 43 45 49
10 11 23 35 38 46 49
 5 10 14 22 36 37 45
18 22 24 27 42 43 48
16 17 19 31 37 45 47
 6 13 29 30 36 43 45
 4 19 38 40 42 45 46
15 18 27 28 40 44 47
14 15 23 24 27 32 38
 6  8 10 16 21 41 44
11 25 30 31 39 46 49
 3 11 15 18 30 31 46
 3 24 26 27 28 34 46
 6 21 23 25 40 45 48
 1  6 16 19 22 34 45
 6  9 23 33 34 40 49
 5  8  9 15 20 23 44
 5  7 19 33 37 40 41
 7 14 16 33 40 43 48
 9 10 11 14 38 39 47
 1  2  9 21 25 35 45
 6 16 27 34 36 38 44
 3  8 17 18 19 32 47
 3  5  9 16 19 25 29
17 22 26 32 35 37 49
 1  2 28 29 30 38 42
 5  8 10 11 30 39 48
 1  2 13 26 30 34 42
 2  5 11 16 26 40 45
 4  6 19 30 32 41 45
15 26 28 37 39 43 44
10 17 22 33 45 48 49
 1  4 18 20 25 29 47
 2  7 19 25 35 42 45
14 17 19 29 35 45 47
 4 15 26 27 41 44 45
 5 13 30 32 35 43 45
 8  9 11 19 20 21 23
 3  5 21 31 37 46 49
 6  8 16 22 33 40 42
 5  6 18 24 25 36 49
 2 20 21 28 31 33 38
 1  5 21 24 40 46 49
 6  7 12 15 18 27 44
 6 18 27 28 32 33 39
10 14 16 18 19 25 36
 3 27 35 41 42 43 45
 2  3  7 16 19 23 26
 3  6 23 24 36 37 48
 4  8 21 22 27 30 40
17 22 23 36 37 39 47
 3 17 19 21 36 38 49
 5 13 17 23 32 42 49
 5  7 18 19 20 25 26
19 27 30 35 39 42 49
 4  6 23 25 33 39 46
 6  7  9 14 17 29 44
 7 13 16 22 31 42 49
 1  6 10 16 29 30 34
 1 11 17 18 28 32 45
12 14 19 22 26 28 47
 6  8 10 18 27 37 42
 3  7 12 17 20 21 31
16 27 30 33 38 42 44
 1  2 17 20 34 40 46
 2  4 10 12 24 27 38
 2  5 10 19 24 25 38
11 13 22 25 28 29 47
 9 13 15 29 34 40 41
 7 31 33 35 40 41 48
 9 15 26 32 38 39 46
14 19 25 27 28 36 49
21 26 27 28 29 31 41
 5  6 27 30 35 38 41
 4  7 10 13 22 26 49
 7 16 20 32 33 39 45
 2 17 18 21 28 41 46
 8 11 17 19 26 34 36
14 18 22 27 30 37 45
 6  9 11 12 22 28 48
 1  7  8 11 14 43 49
 4  7  8 16 21 22 42
 9 11 21 27 32 34 35
 8 11 14 26 31 42 47
 4  8 19 20 40 41 47
 1  4  9 18 28 39 45
 7 22 28 36 41 43 47
 3 31 38 39 41 44 46
 1  4 18 22 23 25 31
14 16 18 21 26 39 41
 1 10 13 14 20 22 41
16 17 21 27 35 46 49
 7 12 17 25 40 48 49
 1  3 15 27 41 42 47
 6 12 14 15 21 28 49
 6 29 30 33 35 43 45
 5  9 27 28 32 39 40
 9 10 12 14 22 47 49
 6 11 14 25 26 39 47
 5 10 12 13 17 32 49
 2 12 18 19 30 38 48
 7 13 14 18 33 35 42
 7 14 16 17 34 41 46
 4  9 15 24 28 29 30
 8 12 13 25 27 29 31
 9 11 13 16 18 24 39
 6 17 37 42 44 46 48
 4 16 20 22 34 40 43
 3  4  8  9 21 22 29
 2  6 16 20 34 38 40
14 15 18 24 32 36 42
 4  6 16 21 31 41 47
 8 14 17 32 36 40 48
 2 20 22 30 31 38 43
 7  9 15 23 28 34 47
 1  5  7 20 21 29 44
 9 20 23 33 36 39 43
 7 26 28 30 42 45 47
 2 17 22 33 36 37 43
 3  8 20 27 28 31 38
 8 21 22 26 30 31 46
 2  4 13 20 25 41 46
 7  8 23 24 33 35 38
18 22 29 32 33 40 43
 8 13 21 31 32 34 40
29 35 37 40 42 45 47
24 27 28 29 34 46 48
 1  3 14 16 25 36 44
13 24 25 27 29 38 45
 6 21 31 33 40 42 46
 5  9 13 21 23 25 38
 1  3  4 13 16 17 24
16 17 26 29 30 34 47
 2  4  9 14 26 29 49
 5  6  7  9 29 33 37
 9 11 12 13 26 41 47
 2  4 17 29 36 38 43
 2  8 14 23 35 39 42
 8 15 31 34 35 44 45
 4  8 12 19 21 23 33
 8 17 18 19 27 37 43
 1  5  9 10 22 30 42
17 22 24 32 36 38 49
12 14 15 26 30 40 42
 4 15 22 29 41 47 48
 8 14 19 21 42 43 49
 6  9 10 18 35 36 40
14 26 34 35 39 46 47
 5 20 29 31 38 40 49
 1 12 18 22 32 37 44
 9 13 21 33 36 44 45
14 19 21 23 24 43 49
 3  9 10 13 17 23 28
10 15 32 38 40 42 45
 2  3  7  9 33 37 45
12 32 38 39 42 46 47
 6  9 10 15 31 34 40
 5 13 25 29 32 42 46
 1  6 13 20 26 34 35
 3 12 15 25 28 36 42
 1 13 15 26 32 37 48
 1  9 24 34 45 46 48
 3  6  8 24 26 36 45
 4 13 20 23 27 39 45
14 23 32 33 35 45 46
22 24 30 33 43 45 48
12 14 15 22 31 45 47
 7 24 25 26 35 44 45
 1  9 14 17 30 38 40
 2  3 31 32 35 43 49
 7 11 20 27 31 44 47
 5 22 24 25 36 38 48
 2  3  4 39 42 47 48
14 16 19 21 35 40 48
 3 12 13 22 28 30 48
13 15 17 19 30 36 47
 3  7 25 32 34 44 47
17 24 28 31 33 39 45
 5  8  9 30 33 40 46
 4 15 18 20 25 28 37
 8 19 20 21 26 35 46
12 13 22 26 31 35 41
16 17 19 36 40 42 43
12 14 15 27 32 38 41
 4 22 31 35 38 46 47
 9 12 25 29 31 34 45
12 17 20 24 27 29 48
14 15 24 25 31 34 35
11 17 26 32 38 43 48
 9 16 20 26 35 46 49
 1  2 16 26 31 33 49
 1  2 13 21 31 39 47
13 31 33 35 39 46 47
 3  9 26 27 30 41 44
 2  6 10 16 17 22 28
16 23 40 44 45 47 48
 5 12 19 21 34 47 49
 6 14 15 24 30 34 41
 8 12 16 27 28 45 46
24 28 36 38 40 42 46
 5  7 19 23 24 38 46
 5 18 26 34 37 42 46
 1 10 24 25 39 45 48
 3  5 12 14 16 35 46
10 12 18 34 35 41 48
 9 11 24 26 31 34 37
 6 12 14 15 19 32 49
 3  4  5 18 21 22 43
 5  6 13 26 29 35 36
 3  5  8 13 19 35 36
 7 14 16 29 33 37 46
 4  7  8 20 37 38 41
 2  9 13 18 22 29 40
 3 28 29 34 37 40 47
 1  4 18 22 43 45 47
 1  7 11 14 15 27 40
11 13 18 31 36 39 42
 2 15 19 28 32 34 46
18 20 32 34 37 41 44
13 15 16 31 33 41 42
 2  3  8 11 18 22 37
12 16 23 27 39 45 47
 4  5 22 24 32 36 44
14 17 23 28 33 37 44
 3  8 16 19 33 41 45
 4  6 11 13 28 29 38
22 26 32 42 43 48 49
 3  9 17 33 34 48 49
 8 11 16 23 33 43 46
 1  5 13 17 21 22 38
 6 10 35 37 42 45 49
13 14 30 35 41 42 45
 5 11 13 20 24 27 45
 2  4 11 15 19 31 32
 1  2  7 10 15 20 29
 5 11 22 31 38 41 43
 4  6  7 20 25 38 47
 4 12 13 14 19 39 46
 3  6 18 22 27 29 41
 1  3  4  8 10 32 43
 1  3 24 41 43 48 49
 4 11 14 25 28 33 35
 3  5 25 30 31 44 49
 6  8 13 15 26 34 49
 4 10 32 37 45 47 48
 9 13 14 30 35 37 39
 2  9 19 20 23 39 46
 3  4 14 17 34 42 48
 4  9 22 36 40 47 48
 5 11 14 19 28 31 45
10 14 24 25 34 38 41
 1 14 28 32 38 43 47
 1  8 11 13 25 38 48
 9 13 23 26 28 40 48
10 11 17 19 36 42 46
 1 21 30 33 40 45 47
 3 11 13 18 25 36 37
 3 23 25 28 40 41 47
 5  8 10 11 26 33 44
 1  3  4  6 30 44 47
 6 11 19 21 24 36 39
 4 10 19 30 36 37 41
 8 17 19 24 28 29 46
 6 25 32 34 36 47 48
16 25 32 36 37 38 44
 2 12 24 39 41 46 47
 5 15 18 32 37 40 48
 6 12 17 23 26 34 41
 2  5  8 25 29 30 43
 9 14 32 33 36 37 46
 5  9 27 29 36 45 47
 3 18 24 28 39 40 46
 2  8 10 21 26 35 49
 5  6 22 28 32 48 49
 2  8 12 17 38 43 44
 8 13 25 32 37 41 43
12 27 28 32 35 36 39
 5  6 13 24 27 35 48
 5 11 14 18 19 28 46
15 21 24 26 29 36 42
 5 10 19 28 29 31 47
 3  5 11 22 29 40 41
 3  7 14 21 22 34 42
19 21 24 30 45 46 48
 3 10 15 18 34 39 43
 6 13 24 27 32 42 47
 5  6 21 29 37 39 49
 4 17 18 26 27 36 45
 1  9 12 24 29 31 38
 9 14 33 34 44 45 47
10 15 19 24 25 35 37
 8 12 17 22 23 30 32
 7 15 22 28 34 36 37
 2 11 14 17 32 48 49
 3 17 24 30 33 36 42
12 13 18 22 28 46 47
11 20 26 31 32 47 49
 6  7 23 29 33 36 41
 1 11 28 30 34 37 42
 1 12 28 31 40 48 49
 2 19 23 25 41 42 49
 2  6 16 19 23 26 41
 2 13 19 21 23 44 47
 1  2  9 20 31 34 46
 4  6 10 14 27 29 33
 1  2  3 15 16 26 27
 2  4  5  8 11 29 41
21 22 25 29 32 42 49
 3 13 15 29 31 44 49
 2  6  7 14 15 17 25
 6  7  9 17 20 23 34
 4 24 25 26 29 41 43
23 24 27 33 38 41 49
16 20 21 28 35 38 49
 4 13 24 37 38 40 42
11 16 19 25 28 45 49
 1 10 19 21 26 34 49
 1 16 30 33 34 38 43
 8 10 19 23 24 32 33
 9 22 26 27 29 35 45
 3 10 13 18 20 24 27
 7 16 20 24 26 34 45
 3  4 13 16 18 20 28
 6 11 16 22 41 42 47
 6 12 21 35 37 38 48
 4 14 23 24 28 36 44
 5  6 17 21 23 28 43
 4 23 28 38 40 42 46
 7 12 16 17 19 38 48
 5  8 23 25 35 41 44
11 18 20 21 26 28 41
16 17 32 33 38 39 44
 1  4  8 15 20 22 41
 6 27 28 35 39 43 45
11 14 15 17 30 45 48
 7 21 26 30 31 36 41
10 12 17 23 24 34 44
 8 15 18 19 20 33 35
 5 21 27 32 41 46 47
 1  4 14 21 26 36 39
 1  2 12 24 30 38 41
 3  6 11 20 29 36 45
 1  3  9 13 34 40 44
 4  6  7 10 27 35 38
 6  9 14 22 25 27 37
 2  8 12 22 42 45 46
 2  4  9 15 31 39 41
 4 13 14 21 22 35 48
19 20 25 28 33 39 48
 2  3  8 17 18 33 46
 5  9 22 23 34 37 40
 3  4 12 28 38 40 47
11 12 17 27 31 45 47
14 20 36 39 45 46 47
 2 23 29 44 45 46 47
23 25 27 31 33 43 45
 3  5  7 10 18 27 30
 2 15 26 37 39 46 48
 3 13 32 33 36 46 48
15 16 17 30 33 37 38
19 25 28 30 36 43 49
 3  8 12 18 20 22 38
12 22 23 41 44 46 49
 6  9 16 19 21 36 44
 3  6 30 41 42 48 49
 3  9 20 35 37 41 49
10 11 16 22 31 34 42
 4  5  8 19 24 38 39
12 15 18 22 31 45 49
 4  9 17 35 38 39 40
10 21 29 41 43 44 45
 5 11 15 17 21 25 30
 6  8 25 27 28 35 36
 2  5  8 13 26 40 43
 4  9 30 36 38 43 48
 4 15 31 32 33 34 38
10 11 25 29 37 47 49
14 21 30 33 37 45 49
 8 11 23 27 31 39 49
 2  4 10 26 36 47 48
 1 15 19 24 41 48 49
 1  2 11 23 28 33 38
 8 19 20 22 25 34 48
 1  8 12 17 19 25 42
 6 11 15 23 25 40 44
 9 16 22 25 29 32 37
10 15 17 24 34 39 42
 1  2  6 24 31 38 43
15 18 21 30 35 42 43
 7 13 20 33 37 39 40
 5 15 16 23 30 37 49
 4  5  7 19 36 48 49
 8 13 18 20 21 25 30
 6 11 17 19 24 26 36
 1 23 27 33 41 44 47
 2  6 16 17 20 25 30
13 16 24 28 30 42 49
10 11 22 27 30 40 49
 5 11 13 23 30 42 49
11 16 20 25 27 29 32
 7 11 23 26 29 36 49
 3 12 20 22 36 43 48
13 16 23 27 30 34 44
 2  6 16 20 23 32 39
 7 11 12 25 31 40 49
 5 10 12 15 19 22 47
 4  5  8 13 39 42 43
18 22 28 39 40 41 45
 6  8 10 11 13 34 49
16 21 24 28 35 39 41
 3  5  6  8 22 28 48
 9 14 20 29 32 37 46
 7 15 17 20 31 41 47
 4 11 12 16 25 29 44
 4  9 24 28 40 43 47
15 17 25 26 30 43 48
 2  8 12 13 14 18 46
 1  5  6 19 23 40 43
 4 12 14 25 28 41 45
18 22 31 35 37 42 43
12 16 17 25 32 41 43
 6 16 19 28 32 41 46
 3 14 19 20 32 42 48
18 22 26 36 37 39 41
 5 11 13 16 20 41 48
11 12 18 19 34 44 45
 1 13 16 27 33 36 45
 2  7 16 32 35 41 47
 1  5  6  8 17 19 42
 3  6 19 32 34 39 48
 8 15 27 37 41 42 45
 1  3 14 22 31 41 42
 1  6  9 24 30 35 48
 1  3 20 23 24 31 37
 1  2 11 14 25 42 43
 1  3 27 32 33 39 49
25 26 30 33 35 40 41
 3 12 27 29 39 46 49
 2  6 19 20 35 41 42
 2 13 17 23 27 32 33
 8 12 14 15 20 25 30
 6 21 27 36 40 42 49
 3  6 15 16 29 34 48
 8 11 12 14 37 42 49
 9 23 27 34 38 47 48
 8 14 16 25 27 39 41
 1  9 15 16 18 23 33
12 13 15 26 28 41 48
 1  7 13 30 31 35 39
10 22 24 27 38 40 48
 7 16 31 32 41 43 47
 3  8 12 18 22 26 36
 1 11 15 23 36 41 49
 1  3  4  7 11 17 49
14 18 30 32 34 39 44
 8  9 10 18 21 32 42
 3  5 20 30 31 38 45
11 16 17 21 35 42 49
 7 19 24 30 40 45 46
12 16 21 22 35 39 40
 9 11 17 27 28 35 36
 1  8 12 21 24 28 30
15 17 18 24 28 34 46
 2  9 24 37 38 42 47
 1  9 10 13 18 19 31
 5 18 20 24 35 39 46
 6  8 23 29 38 44 47
 3 10 11 13 15 16 18
 2  3  7 11 18 20 38
13 23 28 29 34 35 41
 1  7 15 23 26 30 46
 1  6 19 20 21 22 33
 2  4  6 19 23 38 47
10 12 19 26 34 39 49
 1  5 10 35 36 40 48
 4 10 11 29 40 43 49
 1 13 18 19 21 24 29
16 18 24 30 31 37 38
 9 13 18 19 24 30 40
 9 17 20 23 30 36 39
 2  5  7  8 10 40 43
 1  5  8 12 14 24 34
 3 13 14 18 35 41 45
 2 22 38 39 40 44 49
 3  6 24 34 37 41 44
 4 21 23 36 38 43 47
10 11 17 18 40 42 44
 4 11 15 20 28 30 39
17 18 39 40 41 42 49
 6 11 14 20 31 38 45
 5  6 16 21 22 24 29
 6 23 25 27 34 39 42
11 14 24 26 38 40 46
 1  2  4  8 11 23 25
 3  5 15 16 23 40 47
 2  5  9 33 37 39 42
 1 12 13 18 19 33 34
 4  5 18 19 32 35 40
 7 30 34 35 36 45 46
 2 11 18 22 31 33 49
 1  2  7  9 23 25 33
 5 10 13 31 36 41 47
14 17 22 34 38 41 46
 1  8 18 19 35 38 46
10 18 26 27 35 39 42
 2  8 15 16 25 42 46
12 16 23 38 41 43 46
16 23 30 31 33 39 48
14 17 20 23 36 40 41
 8 11 22 32 33 41 46
